1.650578157246651134e+00	1.623972585552193593e+00	1.504774737878663338e+00	5.731790763082277307e-01	4.083165351607501159e-01	6.132453319049141482e-01	1.473396140046685510e+00	1.410000468051771039e+00
9.925291398662902109e-01	8.220536090197064771e-01	7.940372093239868034e-01	7.339383367445605488e-01	7.670018905137662157e-01	4.308779842359494738e-01	7.300477155767839399e-01	8.582962841937445964e-01
9.995710029331184021e-01	1.207606970256499324e+00	9.667320079110488518e-01	4.723876936834430773e-01	6.084100419258537951e-01	4.589887849443077261e-01	7.591403906759465192e-01	8.431471893735386081e-01
-8.352058221501398316e-01	-1.125372579200749401e+00	-8.856896324188144876e-01	6.598717836560342720e-01	8.057277161130600440e-01	5.042385371438270480e-01	-4.670991893385488813e-01	-6.985849630191445225e-01
1.418016087082392573e+00	1.501642659252186762e+00	1.086402425189905596e+00	5.897610556452498320e-01	6.916659018430868500e-01	7.149082075994519503e-01	8.562366329366272177e-01	6.954234362877409481e-01
-4.306821862744911189e-01	-6.546300362236786574e-01	-5.360111079369529463e-01	3.540344160112117167e-01	6.413876883841233001e-01	4.689739982162585141e-01	-8.171312418365992425e-01	-7.066181406381220054e-01
-1.208840203333327867e-01	-3.052801560727632091e-01	-3.585912292737725160e-01	6.560820969529297386e-01	6.797465633234454074e-01	6.501206809568211842e-01	-1.806043279853924988e-02	8.991495042050856590e-02
8.752307022005694215e-01	9.263120423844848350e-01	6.916545346093698754e-01	6.084042281540492647e-01	6.151252229774848423e-01	6.640507750246831264e-01	7.209341845133594440e-01	8.771182395219523364e-01
1.025032911400102886e+00	7.524935231291812743e-01	1.037462351107532932e+00	4.947880904623241927e-01	5.983714376875896024e-01	6.101400057296789692e-01	6.600713957688174593e-01	9.718129266932078458e-01
3.054787940917031985e-01	6.416918648220314159e-02	1.220349568251901662e-01	5.794576567463450845e-01	5.751902353469371398e-01	3.826401126183378576e-01	9.063324273788009311e-02	7.503385751171591511e-02
2.265614789865372902e+00	2.250823106806729701e+00	2.279444845792027774e+00	7.945788716271364738e-01	6.061820553532467626e-01	6.677406748943631731e-01	1.451015064402999766e+00	1.450886643082592631e+00
1.372427934730815258e+00	1.437677183509684431e+00	1.396306872893004147e+00	6.313873406180722236e-01	7.478855720758700310e-01	7.257195990755842541e-01	9.154068606710139555e-01	7.325774199010758325e-01
5.783530322395434853e-01	7.298689532852797868e-01	6.524060607254292821e-01	6.120752710513747141e-01	6.573565031194303909e-01	7.599170230862716258e-01	8.111373848833156597e-01	8.922131779661229833e-01
1.734036987410695563e+00	1.835541828363540517e+00	1.956269720627454634e+00	7.696981681260415264e-01	7.434977309091026498e-01	6.110184729526243474e-01	1.471912163484796920e+00	1.547087677869791511e+00
-1.809922569597102182e-01	-1.226921099085586178e-02	-1.370227004222329403e-01	6.557552899800447310e-01	4.560803836461093663e-01	5.262886139131806029e-01	2.163989661811029086e-01	-3.668614522724684014e-04
-8.440725559288154711e-01	-8.991253926689155573e-01	-9.517173082123812078e-01	6.629307196199875074e-01	5.294632491859534440e-01	7.437886515078047101e-01	-3.313232877007111776e-01	-5.603267118273917990e-01
3.924690199773825938e-01	4.444614924544123546e-01	4.493881154831183000e-01	6.328639484950201455e-01	4.865434718847014284e-01	6.623907715041860156e-01	-8.756559458051604850e-02	-7.019267751999419547e-02
1.322762885779357411e+00	1.536019088772252239e+00	1.541486045679658412e+00	5.440139855169071614e-01	6.127577636689363061e-01	7.158556209138765558e-01	7.501789875039470701e-01	9.670691069540805485e-01
-2.084460970949255643e-01	-2.017886052549350828e-01	-2.091848955618270112e-01	6.651041381678126641e-01	6.119001820389006197e-01	6.507232719525989362e-01	5.793508930701429110e-02	-9.619724312578384340e-02
-1.065691743141143455e+00	-1.059927709436943033e+00	-1.230167733052864865e+00	7.078130812453510279e-01	6.220600412671122292e-01	7.202976753010020827e-01	-5.541300802803236225e-01	-7.119630815883546404e-01
2.094635657077954516e+00	2.152891770499524071e+00	2.123740857441443808e+00	6.292041827912300267e-01	5.330184287318757708e-01	6.742186223235749898e-01	1.500199713630505638e+00	1.412065713769995901e+00
1.157121491979349326e+00	9.749958735917230168e-01	1.205443837680076236e+00	5.545545846724651007e-01	8.265205079412356604e-01	3.605787235986525063e-01	7.561664165112826907e-01	9.221981246689453515e-01
4.641105858932780825e-01	3.583040388010124699e-01	3.249267154641823363e-01	5.112685108217420726e-01	7.426661723874188326e-01	6.863151586164051299e-01	4.750284449011518695e-02	6.533946563532884444e-02
